Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 1648,RAJDHANI (A.C. Semi Sleeper),11:20,14:00,02h 40m,INR 351,37 Seats available,"2.3
18",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:35,14:50,03h 15m,INR 289,33 Seats available,"2.6
16",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:55,16:10,04h 15m,INR 289,33 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),12:05,14:55,02h 50m,INR 351,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),12:25,15:40,03h 15m,INR 351,37 Seats available,"2.7
12",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,16:00,03h 10m,INR 289,33 Seats available,"3.1
9",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),13:05,15:50,02h 45m,INR 351,34 Seats available,"2.9
13",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),13:30,16:30,03h 00m,INR 351,32 Seats available,"2.7
12",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,17:10,02h 50m,INR 289,33 Seats available,"2.8
14",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),14:25,17:10,02h 45m,INR 351,36 Seats available,"2.3
19",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),14:45,17:50,03h 05m,INR 351,37 Seats available,"2.8
26",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:00,03h 15m,INR 289,33 Seats available,"1.6
14",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:30,03h 00m,INR 289,33 Seats available,"3.2
14",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),16:10,19:15,03h 05m,INR 351,37 Seats available,"1.9
9",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,19:00,02h 50m,INR 289,33 Seats available,"3.9
17",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1402,Rajdhani (AC Semi Sleeper 2+2),16:25,19:30,03h 05m,INR 351,36 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,20:00,03h 00m,INR 289,33 Seats available,"2.4
10",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),17:20,20:10,02h 50m,INR 351,36 Seats available,"2.8
5",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,20:20,03h 00m,INR 289,33 Seats available,"3.6
10",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,20:50,03h 10m,INR 289,33 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),17:45,20:30,02h 45m,INR 351,37 Seats available,"3.8
21",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),18:05,20:50,02h 45m,INR 351,35 Seats available,"1.6
12",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:20,02h 50m,INR 289,33 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,21:50,02h 50m,INR 289,33 Seats available,"4.0
9",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,22:40,03h 15m,INR 289,33 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 4080,RAJDHANI (A.C. Semi Sleeper),19:25,22:10,02h 45m,INR 351,37 Seats available,"2.9
8",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 97666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,22:20,02h 50m,INR 289,33 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),19:45,22:30,02h 45m,INR 351,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:00,03h 00m,INR 289,33 Seats available,"2.0
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,23:20,02h 50m,INR 289,33 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,23:35,03h 00m,INR 289,33 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,23:55,03h 15m,INR 289,33 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),20:45,23:30,02h 45m,INR 351,36 Seats available,"5.0
9",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:40,03h 40m,INR 289,33 Seats available,"2.9
10",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),21:05,01:40,04h 35m,INR 351,41 Seats available,"3.2
18",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,00:10,02h 50m,INR 289,33 Seats available,"4.3
13",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,00:55,03h 15m,INR 289,33 Seats available,"2.8
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,00:55,02h 55m,INR 289,33 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,01:20,03h 00m,INR 289,33 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),22:25,01:10,02h 45m,INR 351,36 Seats available,"3.6
19",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,01:55,03h 15m,INR 289,33 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,01:45,02h 45m,INR 289,33 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,02:35,03h 15m,INR 289,33 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 3605,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,10:02,03h 32m,INR 318,28 Seats available,3.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 3882,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,14:20,03h 50m,INR 318,29 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 3543,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,16:05,03h 35m,INR 318,33 Seats available,"1.4
5",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 4044,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:20,16:35,03h 15m,INR 318,29 Seats available,3.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 35117,INDRA(A.C. Seater),14:53,18:05,03h 12m,INR 385,34 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 3793,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,02:45,03h 05m,INR 318,24 Seats available,"4.7
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),06:45,10:35,03h 50m,569,13 Seats available,"4.8
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),08:30,12:30,04h 00m,379,8 Seats available,4.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),10:45,14:35,03h 50m,332,23 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),11:45,15:35,03h 50m,332,25 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),12:45,16:35,03h 50m,332,34 Seats available,"3.7
14",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),13:30,17:35,04h 05m,469,16 Seats available,4.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),13:45,17:35,03h 50m,332,19 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),15:20,19:10,03h 50m,332,17 Seats available,"4.9
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),16:45,20:35,03h 50m,395,18 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),18:20,22:10,03h 50m,379,22 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),17:10,21:30,04h 20m,INR 790,15 Seats available,2.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Sri KVR Travels,NON A/C Sleeper (2+1),00:45,04:30,03h 45m,INR 1222,2 Seats available,4.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Pavan Tours and Travels,A/C Sleeper (2+1),01:30,04:00,02h 30m,951,6 Seats available,4.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
LVP Travels,A/C Seater / Sleeper (2+1),01:45,04:20,02h 35m,INR 888,4 Seats available,4.1,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),02:15,05:45,03h 30m,INR 970,12 Seats available,4.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Go Tour Travels and Holidays,A/C Sleeper (2+1),02:45,06:30,03h 45m,INR 1290,3 Seats available,4.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
SVR Tours and Travels,Volvo A/C Sleeper (2+1),03:15,08:05,04h 50m,INR 970,28 Seats available,3.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),03:15,07:00,03h 45m,INR 1030,1 Seat available,3.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),01:45,06:20,04h 35m,INR 3000,35 Seats available,1.9,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),01:50,04:40,02h 50m,INR 890,12 Seats available,2.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,11:15,07h 30m,INR 517,31 Seats available,"4.5
10",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1318,LAHARI A/C SLEEPER CUM SEATER,04:40,12:40,08h 00m,INR 627,35 Seats available,"4.2
17",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,12:30,07h 30m,INR 517,31 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1951,LAHARI A/C SLEEPER CUM SEATER,05:35,13:30,07h 55m,INR 627,38 Seats available,"3.7
27",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,14:50,08h 35m,INR 517,24 Seats available,"3.9
7",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34334,LAHARI A/C SLEEPER CUM SEATER,06:30,13:30,07h 00m,INR 627,43 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8735,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,16:00,07h 30m,INR 517,31 Seats available,"2.7
7",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 7647,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30,18:10,08h 40m,INR 517,31 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,10:25,19:00,08h 35m,INR 627,37 Seats available,"3.7
50",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,18:00,07h 30m,INR 517,31 Seats available,"3.1
17",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8743,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:15,19:45,07h 30m,INR 517,31 Seats available,"3.7
17",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,INR 627,41 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,22:40,07h 00m,INR 627,37 Seats available,"2.9
12",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,23:50,07h 55m,INR 627,41 Seats available,"3.1
36",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,23:30,07h 30m,INR 517,33 Seats available,"4.0
15",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,00:30,07h 30m,INR 517,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,01:50,07h 30m,INR 517,31 Seats available,"4.1
10",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,04:45,09h 15m,INR 517,31 Seats available,"3.8
18",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,02:40,07h 00m,INR 627,32 Seats available,"3.6
13",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:30,09h 30m,INR 517,29 Seats available,"4.3
41",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:10,07h 30m,INR 517,31 Seats available,"4.5
47",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:45,07h 30m,INR 517,30 Seats available,"4.6
56",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,05:00,07h 00m,INR 627,35 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8729,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,06:00,07h 00m,INR 517,29 Seats available,"3.9
64",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:20,06:50,07h 30m,INR 517,31 Seats available,"4.0
32",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 800,10 Seats available,"4.5
319",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,INR 580,44 Seats available,"4.3
253",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:50,08h 30m,INR 600,30 Seats available,"4.1
169",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,INR 560,25 Seats available,"4.2
94",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,INR 600,31 Seats available,"4.1
111",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Morning Star Travels,A/C Sleeper (2+1),22:50,05:15,06h 25m,INR 600,22 Seats available,"3.8
114",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:45,07h 30m,INR 500,32 Seats available,"3.7
172",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,05:50,08h 30m,INR 1090,23 Seats available,"4.2
57",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:50,07h 30m,INR 470,29 Seats available,"3.4
156",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,06:30,07h 00m,INR 500,36 Seats available,"2.9
223",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
VSR Tours and Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,INR 749,24 Seats available,"3.6
12",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Sai Krishna Bus Service,NON A/C Seater / Sleeper (2+2),21:15,03:50,06h 35m,INR 750,55 Seats available,"1.4
9",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),03:20,10:00,06h 40m,INR 500,13 Seats available,"2.1
8",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,06:30,07h 55m,INR 800,30 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,05:50,07h 30m,INR 450,20 Seats available,"3.8
22",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,04:00,07h 00m,475,45 Seats available,"2.3
22",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,06:50,08h 30m,INR 3000,23 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,02:30,07h 15m,475,49 Seats available,"1.9
10",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,23:50,07h 50m,INR 750,35 Seats available,"1.8
5",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Prajapati Travels,NON A/C Sleeper (2+1),07:15,14:30,07h 15m,INR 2000,34 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),18:00,00:30,06h 30m,450,46 Seats available,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,23:40,06h 40m,INR 1300,45 Seats available,1.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8865,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30,07:50,06h 20m,INR 451,31 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8905,Deluxe (Non AC Seater 2+2),03:00,09:20,06h 20m,INR 396,35 Seats available,"4.2
4",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8705,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45,10:15,06h 30m,INR 451,31 Seats available,"4.4
4",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 6915,Deluxe (Non AC Seater 2+2),04:00,10:20,06h 20m,INR 396,35 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1318,LAHARI A/C SLEEPER CUM SEATER,04:40,12:00,07h 20m,INR 548,33 Seats available,"4.2
19",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,11:30,06h 30m,INR 451,29 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1951,LAHARI A/C SLEEPER CUM SEATER,05:35,12:45,07h 10m,INR 548,39 Seats available,"3.6
24",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,13:55,07h 40m,INR 451,29 Seats available,"3.3
7",https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 34334,LAHARI A/C SLEEPER CUM SEATER,06:30,12:40,06h 10m,INR 548,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
